name,house,is_male,culture,is_noble,is_married,is_popular,popularity,dead_relations,is_alive,actually_died,age
Roone,Unknown,1,,0,0,0,0.040133779264214,0,1,1,19.0
Roone (maester),Unknown,1,,1,0,0,0.0100334448160535,0,1,1,-1.0
Roryn Drumm,House Drumm,0,Ironborn,0,0,0,0.0033444816053511,0,1,1,-1.0
Roose Ryswell,House Ryswell,1,Northmen,0,0,0,0.0301003344481605,0,1,1,-1.0
Rosamund Lannister,House Lannister of Lannisport,0,,0,0,0,0.0234113712374581,0,1,1,-1.0
Rosey,Unknown,0,,0,0,0,0.0301003344481605,0,1,1,21.0
Rowan,Unknown,1,Free folk,0,0,0,0.060200668896321,0,0,0,-1.0
Rudge,Night's Watch,0,,0,0,0,0.0,0,1,1,-1.0
Runciter,Unknown,1,,1,0,0,0.244147157190635,0,0,0,-1.0
Rupert Crabb,House Crabb,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Rus,Drowned men,0,Ironmen,0,0,0,0.0100334448160535,0,1,1,-1.0
Rusty Flowers,Night's Watch,1,,0,0,0,0.0,0,1,1,-1.0
Ryam,Unknown,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Ryk,Unknown,1,Free folk,0,1,0,0.0267558528428093,0,1,1,-1.0
Ryles,Night's Watch,0,,0,0,0,0.0133779264214046,0,0,0,-1.0
Rymolf,House Greyjoy,0,Ironborn,0,0,0,0.0,0,1,1,-1.0
S'vrone,Unknown,0,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Saathos,Unknown,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Sailor's Wife,Happy Port,0,,0,0,0,0.0468227424749163,0,1,1,-1.0
Sallor,Stormcrows,1,Qartheen,0,0,0,0.0301003344481605,0,0,0,-1.0
Salloreon,Antler Men,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Sam Stoops,House Osgrey,1,,0,0,0,0.0033444816053511,0,1,1,-1.0
Samwell Spicer,House Spicer,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Sargon Botley,House Botley,1,Ironborn,0,0,0,0.0535117056856187,0,1,1,-1.0
Scarb,Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Sawwood,Night's Watch,1,,0,0,0,0.0100334448160535,0,1,1,-1.0
Sedgekins,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Sefton Staunton,House Staunton,1,,0,0,0,0.0301003344481605,0,1,1,-1.0
Serra,Unknown,0,Lysene,0,1,0,0.0167224080267558,0,1,1,-1.0
Sharna,Unknown,0,,0,1,0,0.0367892976588628,0,1,1,-1.0
Shella,Unknown,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Sherrit,Unknown,0,,1,0,0,0.0033444816053511,0,1,1,-1.0
Shortear,House Lannister,0,westermen,0,0,0,0.0133779264214046,0,1,1,-1.0
Shyra,House Stark,0,Northmen,0,0,0,0.020066889632107,0,1,1,-1.0
Sigfry Stonetree,House Stonetree,1,Ironborn,0,0,0,0.0033444816053511,0,1,1,-1.0
Sigrin,House Greyjoy,1,Ironborn,0,0,0,0.0234113712374581,0,1,1,-1.0
Simon Leygood,House Leygood,0,,1,0,0,0.0033444816053511,0,1,1,-1.0
Sky Blue Su,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Skinner,House Bolton,1,,0,0,0,0.0334448160535117,0,1,1,-1.0
Skittrick,House Stark,0,Northmen,0,0,0,0.0066889632107023,0,1,1,-1.0
Skyte,Unknown,1,Ironborn,0,0,0,0.0234113712374581,0,1,1,-1.0
Sloey,Unknown,0,Braavosi,0,0,0,0.0167224080267558,0,1,1,-1.0
Spare Boot,Night's Watch,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Softfoot,Night's Watch,1,,0,0,0,0.020066889632107,0,0,0,-1.0
Spotted Pate of Maidenpool,Night's Watch,1,,0,0,0,0.0133779264214046,0,0,0,-1.0
Squint,House Greyjoy,0,,0,0,0,0.0033444816053511,0,0,0,-1.0
Squirrel,Unknown,0,Free Folk,0,0,0,0.0434782608695652,0,0,0,-1.0
Steffarion Sparr,House Sparr,1,Ironborn,0,0,0,0.020066889632107,0,1,1,-1.0
Stafford Lannister,House Lannister,1,Westerman,1,1,0,0.170568561872909,1,0,0,53.0
Steffon Fossoway,House Fossoway of Cider Hall,1,,1,0,0,0.040133779264214,0,1,1,-1.0
Steffon Hollard,House Hollard,0,,1,0,0,0.0267558528428093,0,1,1,-1.0
Stannis Baratheon,Unknown,1,,0,0,1,1.0,4,1,1,-1.0
Steffon Varner,House Varner,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Stone Thumbs,Unknown,0,Free Folk,0,0,0,0.0033444816053511,0,0,0,-1.0
Stonehand,Unknown,0,Ironborn,0,0,0,0.0100334448160535,0,1,1,-1.0
Sybassion,Unknown,1,Qarth,0,0,0,0.0133779264214046,0,1,1,-1.0
Sylas,House Greyjoy,0,,0,0,0,0.0066889632107023,0,0,0,-1.0
Symon Stripeback,House Targaryen,1,,0,0,0,0.0434782608695652,0,1,1,-1.0
Symond Botley,House Botley,1,Ironborn,0,0,0,0.0468227424749163,0,1,1,-1.0
Tagganaro,Unknown,1,Braavosi,0,0,0,0.0301003344481605,0,1,1,-1.0
Tal Toraq,House Targaryen,1,Summer Isles,0,0,0,0.0234113712374581,0,1,1,-1.0
Talea,Unknown,0,Braavosi,0,0,0,0.020066889632107,0,1,1,-1.0
Talla Tarly,House Tarly,1,,0,0,0,0.0702341137123745,0,1,1,-1.0
Tansy,Peach,0,,0,0,0,0.0234113712374581,0,1,1,-1.0
Tansy (orphan),Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Tarber,Unknown,1,,0,0,0,0.0334448160535117,0,1,1,-1.0
Terrance Lynderly,House Lynderly,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Terro,Unknown,1,Braavosi,0,0,0,0.0133779264214046,0,1,1,-1.0
Theo Frey,House Frey,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Theobald,Unknown,1,,1,0,0,0.020066889632107,0,1,1,-1.0
Thistle,Unknown,0,Free Folk,0,0,0,0.0167224080267558,0,0,0,-1.0
Theon Stark,Unknown,1,Northmen,0,0,0,0.0568561872909698,0,1,1,-1.0
Thormor Ironmaker,House Ironmaker,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Tim Stone,Night's Watch,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Timon,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Timett (father),Burned Men,0,Vale mountain clans,0,0,0,0.0133779264214046,0,1,1,-1.0
Timoth,House Martell,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Tobbot,House Clegane,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Toefinger,Unknown,1,Free Folk,0,0,0,0.0066889632107023,0,1,1,-1.0
Todric,Unknown,1,,0,0,0,0.0167224080267558,0,0,0,-1.0
Tom Costayne,House Costayne,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
TomToo,House Stark,0,Northmen,0,0,0,0.0133779264214046,0,1,1,-1.0
Tommard Heddle,House Heddle,1,,1,0,0,0.0468227424749163,0,0,0,-1.0
Toregg,Unknown,1,Free Folk,0,0,0,0.0267558528428093,0,1,1,-1.0
Torrek,Stone Crows,0,Vale mountain clans,0,0,0,0.0,0,1,1,-1.0
Tothmure,Unknown,1,,1,0,0,0.0133779264214046,0,0,0,-1.0
Torrhen Stark,Unknown,1,Northmen,0,0,0,0.0903010033444816,0,1,1,-1.0
Tregar,House Lannister,0,,0,0,0,0.0066889632107023,0,0,0,-1.0
Tregar Ormollen,Unknown,1,Lyseni,0,0,0,0.0234113712374581,0,1,1,-1.0
Tristan Ryger,House Ryger,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Tristifer V Mudd,Unknown,1,,0,0,0,0.0167224080267558,0,1,1,-1.0
Tristimun,Sea watch,1,,1,0,0,0.0,0,1,1,-1.0
Tristifer IV Mudd,Unknown,1,,0,0,0,0.0535117056856187,0,0,0,-1.0
Tuffleberry,Unknown,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Tumberjon,Night's Watch,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Tumco Lho,Unknown,1,Ghiscari,1,0,0,0.0301003344481605,0,1,1,-1.0
Turnip,House Stark,0,northmen,0,0,0,0.0167224080267558,0,1,1,-1.0
Turquin,Unknown,1,,1,0,0,0.0033444816053511,0,1,1,-1.0
Tybero Istarion,Second Sons,1,,0,0,0,0.0133779264214046,0,1,1,-1.0
Tymor,House Greyjoy,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Ulf the Ill,House Greyjoy,0,Ironborn,0,0,0,0.0133779264214046,0,0,0,-1.0
Tywin Frey (son of Raymund),House Frey,1,,0,0,0,0.133779264214046,0,1,1,6.0
Uller,House Greyjoy,1,Ironborn,0,0,0,0.0234113712374581,0,1,1,-1.0
Umar,Moon Brothers,0,Vale mountain clans,0,0,0,0.0066889632107023,0,1,1,-1.0
Umfred,House Baelish,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Umma,Faceless Men,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Urreg,Unknown,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Urek Ironmaker,House Ironmaker,1,Ironborn,0,0,0,0.0167224080267558,0,1,1,-1.0
Urrathon,Unknown,0,Qartheen,0,0,0,0.0133779264214046,0,1,1,-1.0
Urzen,House Greyjoy,1,Ironborn,0,0,0,0.020066889632107,0,1,1,-1.0
Urron Greyiron,Unknown,1,Ironborn,0,0,0,0.040133779264214,0,1,1,-1.0
Urrigon Greyjoy,House Greyjoy,1,Ironborn,0,0,0,0.0735785953177257,0,1,1,37.0
Uthor Underleaf,Unknown,1,,1,0,0,0.0501672240802675,0,0,0,100.0
Utt,Brave Companions,1,,0,0,0,0.0234113712374581,0,0,0,-1.0
Vaellyn,Unknown,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Varly,House Stark,0,northmen,0,0,0,0.0167224080267558,0,0,0,-1.0
Veiled Lady,Unknown,0,Braavosi,0,0,0,0.0100334448160535,0,1,1,-1.0
Vickon Botley,House Botley,1,Ironborn,0,0,0,0.0468227424749163,0,1,1,-1.0
Violet,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
Victor Tyrell,House Tyrell,0,,1,0,0,0.123745819397993,0,1,1,-1.0
Walda Frey (daughter of Lothar),House Frey,0,,0,0,0,0.0869565217391304,0,1,1,11.0
Walda Frey (daughter of Edwyn),House Frey,0,,0,0,0,0.103678929765886,0,1,1,15.0
Walda Frey (daughter of Rhaegar),House Frey,0,,0,0,0,0.0,0,1,1,17.0
Walda Frey (daughter of Walton),House Frey,0,,0,0,0,0.0,0,1,1,25.0
Walda Frey (daughter of Merrett),House Frey,0,,0,1,0,0.0,0,1,1,22.0
Walda Rivers (daughter of Aemon),House Frey,0,,0,0,0,0.0267558528428093,0,1,1,10.0
Walder Frey (son of Jammos),House Frey,1,,0,0,0,0.0,0,1,1,14.0
Walder Frey (son of Emmon),House Frey of Riverrun,0,,0,0,0,0.0,0,1,1,20.0
Walder Frey (son of Ryman),House Frey,1,Rivermen,0,0,0,0.0,0,1,1,45.0
Walder Frey (son of Merrett),House Frey,1,,0,0,0,0.0,0,0,0,9.0
Wallen,Night's Watch,0,,0,0,0,0.020066889632107,0,0,0,-1.0
Walton,House Bolton,1,northmen,0,0,0,0.0468227424749163,0,1,1,-1.0
Walys Flowers,Unknown,1,Reach,1,0,0,0.0234113712374581,0,0,0,-1.0
Wat (Barleycorn),House Osgrey,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Blue Bard,House Tyrell,1,,0,0,0,0.0535117056856187,0,1,1,-1.0
Wat (orphan),Unknown,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Wat (sailor),Unknown,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Wat (Standfast),House Osgrey,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
Wat (Wet),House Osgrey,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Wate,House Targaryen,0,,0,0,0,0.0,0,1,1,-1.0
Watt,Night's Watch,1,,0,0,0,0.0167224080267558,0,0,0,-1.0
Wayn (guard),House Stark,1,Northmen,0,0,0,0.0100334448160535,0,1,1,-1.0
Weasel,Unknown,1,,0,0,0,0.0167224080267558,0,1,1,9.0
Wendell Webber,House Webber,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Wendello Qar Deeth,Unknown,0,Qartheen,0,0,0,0.0100334448160535,0,1,1,-1.0
Werlag,House Greyjoy,0,Ironborn,0,0,0,0.0066889632107023,0,1,1,-1.0
Rafford,House Clegane,1,,0,0,0,0.0969899665551839,0,0,0,-1.0
Jhogo,House Targaryen,0,Dothraki,0,0,0,0.20066889632107,0,1,1,24.0
Sour Alyn,House Bolton,1,,0,0,0,0.0434782608695652,0,1,1,-1.0
Tobho Mott,Unknown,1,Qohor,0,0,0,0.0836120401337792,0,1,1,-1.0
Zollo,Brave Companions,1,Dothraki,0,0,0,0.0367892976588628,0,1,1,-1.0
Tanda Stokeworth,House Stokeworth,0,,1,0,0,0.113712374581939,1,0,0,-1.0
Samwell Tarly,Night's Watch,1,Westeros,0,0,1,0.969899665551839,0,1,1,22.0
Abelar Hightower,House Hightower,1,,1,0,0,0.0,0,1,1,-1.0
Addam Frey,House Frey,1,,1,0,0,0.0267558528428093,0,1,1,-1.0
Addam,Unknown,1,,1,0,0,0.0066889632107023,0,1,1,-1.0
Addam Osgrey,House Osgrey,1,,0,0,0,0.0367892976588628,0,0,0,13.0
Aegon Frey (son of Aenys),House Frey,1,,0,0,0,0.0,0,1,1,52.0
Aegon Frey (son of Stevron),House Frey,1,,0,0,0,0.0,0,0,0,50.0
Aegon I Targaryen,Unknown,1,,0,0,1,1.0,6,0,0,-1.0
Aegon II Targaryen,Unknown,1,,0,0,1,0.759197324414715,7,0,0,-1.0
Aegon IV Targaryen,Unknown,1,,0,0,1,0.675585284280936,15,0,0,-1.0
Aegon Targaryen (son of Baelon),House Targaryen,1,Valyrian,1,0,0,0.0,0,1,1,-1.0
Aegon III Targaryen,Unknown,1,Valyrian,0,0,1,0.625418060200668,8,0,0,-1.0
Aegon Targaryen (son of Jaehaerys I),House Targaryen,0,Valyrian,1,0,0,0.0,0,0,0,100.0
Aegon Targaryen (son of Aenys I),House Targaryen,1,Valyrian,1,1,0,0.0,0,0,0,17.0
Aegon Targaryen (son of Rhaegar),House Targaryen,1,Valyrian,0,0,0,0.0,0,0,0,2.0
Aemon Costayne,House Costayne,1,,0,0,0,0.0100334448160535,0,1,1,-1.0
Aenys I Targaryen,Unknown,1,,0,0,1,0.57190635451505,5,0,0,-1.0
Aethan,Night's Watch,0,,0,0,0,0.0100334448160535,0,1,1,-1.0
Aethelmure,Unknown,0,,1,0,0,0.0133779264214046,0,1,1,-1.0
Aggar,House Greyjoy,1,,0,0,0,0.0267558528428093,0,0,0,-1.0
Agrivane,Unknown,0,,1,0,0,0.0066889632107023,0,1,1,-1.0
Aerys I Targaryen,Unknown,1,,0,0,1,0.622073578595317,3,0,0,-1.0
Alaric of Eysen,Unknown,0,,0,0,0,0.0167224080267558,0,1,1,-1.0
Aerys II Targaryen,Unknown,1,,0,0,1,1.0,10,0,0,-1.0
Alebelly,House Stark,1,Northmen,0,0,0,0.0301003344481605,0,0,0,-1.0
Alequo Adarys,Band of Nine,1,Tyroshi,0,0,0,0.0133779264214046,0,0,0,-1.0
Alester Oakheart,House Oakheart,1,,0,0,0,0.0167224080267558,0,1,1,-1.0
Alia,Unknown,0,,0,0,0,0.0,0,1,1,-1.0
All-for-Joffrey,Unknown,1,,0,0,0,0.0066889632107023,0,0,0,-1.0
Allaquo,Unknown,1,Braavosi,0,0,0,0.020066889632107,0,1,1,-1.0
Allyria Dayne,House Dayne,0,,0,0,0,0.0234113712374581,0,1,1,-1.0
Alicent Hightower,House Hightower,0,,1,1,0,0.267558528428093,4,0,0,45.0
Alyce,Unknown,1,,0,0,0,0.0066889632107023,0,1,1,-1.0
Alvyn Sharp,House Sharp,1,Ironborn,0,0,0,0.0100334448160535,0,1,1,-1.0
Alyn Hunt,House Hunt,1,,1,0,0,0.0133779264214046,0,1,1,-1.0
Alys Arryn,House Arryn,0,,0,1,0,0.0802675585284281,1,1,1,-1.0
Alysanne Bracken,House Bracken,0,,0,0,0,0.0334448160535117,0,1,1,-1.0
Alyn Velaryon,House Velaryon,1,Valyrian,1,1,0,0.160535117056856,0,0,0,56.0
Alysanne Osgrey,House Osgrey,0,,0,0,0,0.0267558528428093,0,0,0,21.0
Alyssa Arryn,House Arryn,0,,0,0,0,0.0066889632107023,0,1,1,-1.0
Alysanne Hightower,House Hightower,0,,0,1,0,0.0568561872909698,0,1,1,-1.0
Amabel,House Whent,0,,0,0,0,0.0033444816053511,0,1,1,-1.0
